,id,time,long_x,lat_y,is_calibrated
1248,101,2014-02-04 12:00:20,12.4912180773227,41.89941068267,1
1336,101,2014-02-04 12:00:21,12.4913050806478,41.8994598872466,1
1342,101,2014-02-04 12:00:21,12.4912931759535,41.8994864198081,1
1348,101,2014-02-04 12:00:21,12.4912815392347,41.8994544111748,1
1349,101,2014-02-04 12:00:21,12.491254892727499,41.899460110690896,1
1353,101,2014-02-04 12:00:22,12.491337894592302,41.89950637039721,1
1354,101,2014-02-04 12:00:22,12.491347896372302,41.89952081695879,1
1358,101,2014-02-04 12:00:22,12.4913361290345,41.8994882748486,1
1440,101,2014-02-04 12:00:23,12.491458920318804,41.89949688407321,1
1449,101,2014-02-04 12:00:23,12.4913892813908,41.8995200745041,1
1457,101,2014-02-04 12:00:23,12.4914353215429,41.8995005018195,1
1459,101,2014-02-04 12:00:24,12.4914809657372,41.899519201261896,1
1464,101,2014-02-04 12:00:24,12.4915109747349,41.8995038551033,1
1466,101,2014-02-04 12:00:24,12.491458863614302,41.8995121762399,1
1469,101,2014-02-04 12:00:24,12.491518990737903,41.8995329838756,1
1509,101,2014-02-04 12:00:25,12.491553902570699,41.89951732530661,1
1517,101,2014-02-04 12:00:25,12.4915887070454,41.8995348961934,1
1525,101,2014-02-04 12:00:25,12.4915314570467,41.8995381528283,1
1563,101,2014-02-04 12:00:26,12.491648136593303,41.899563743997795,1
1564,101,2014-02-04 12:00:26,12.491603534595,41.8995639089155,1
1618,101,2014-02-04 12:00:27,12.491695169170802,41.8995537839002,1
1619,101,2014-02-04 12:00:27,12.4916868670046,41.89959065321301,1
1669,101,2014-02-04 12:00:28,12.491758399239199,41.8996257603428,1
1680,101,2014-02-04 12:00:28,12.4917283048192,41.899619854299004,1
1691,101,2014-02-04 12:00:29,12.491776809693501,41.8997002426503,1
1694,101,2014-02-04 12:00:29,12.491771202328598,41.8996543385039,1
1854,101,2014-02-04 12:00:32,12.491936153800099,41.8998181501183,1
1874,101,2014-02-04 12:00:32,12.4918593402009,41.8998258965998,1
1875,101,2014-02-04 12:00:32,12.491891443729699,41.899843289497596,1
1904,101,2014-02-04 12:00:32,12.4918581791296,41.8998156662105,0
1968,101,2014-02-04 12:00:33,12.492032611496501,41.899865629924996,1
1969,101,2014-02-04 12:00:33,12.492001640197401,41.8998120569079,1
1970,101,2014-02-04 12:00:33,12.492009969170699,41.8998551085951,1
2006,101,2014-02-04 12:00:34,12.4920815377059,41.899891468551104,1
2008,101,2014-02-04 12:00:34,12.492088618498,41.899926069702396,1
2009,101,2014-02-04 12:00:34,12.4921046719652,41.8999502277291,1
2040,101,2014-02-04 12:00:35,12.4921609314889,41.899938805324,1
2041,101,2014-02-04 12:00:35,12.492145978721199,41.8999459742069,1
2042,101,2014-02-04 12:00:35,12.492133971005199,41.899954450709,1
2045,101,2014-02-04 12:00:35,12.492189899730501,41.8999528104545,1
2050,101,2014-02-04 12:00:35,12.4921867974703,41.899977021988796,1
2064,101,2014-02-04 12:00:35,12.4922021268437,41.8999847278767,1
2153,101,2014-02-04 12:00:36,12.492220371262801,41.9000773367012,1
2165,101,2014-02-04 12:00:36,12.4922032584249,41.90000288367671,1
2170,101,2014-02-04 12:00:36,12.492216867765801,41.9000356393344,1
2212,101,2014-02-04 12:00:37,12.4923015592806,41.9001158969075,1
2214,101,2014-02-04 12:00:37,12.492338614019301,41.900096281058396,1
2223,101,2014-02-04 12:00:37,12.492262858289699,41.900108401130296,1
2271,101,2014-02-04 12:00:38,12.4923470552948,41.90012487767989,1
2272,101,2014-02-04 12:00:38,12.4923867821654,41.9001281485087,1
2273,101,2014-02-04 12:00:38,12.4923993965641,41.9001364971151,1
2280,101,2014-02-04 12:00:38,12.492392444194698,41.9001548466261,1
2339,101,2014-02-04 12:00:39,12.4924453698635,41.9001519944414,1
2341,101,2014-02-04 12:00:39,12.4924969641435,41.90016295423671,1
2344,101,2014-02-04 12:00:39,12.4925310883335,41.90013851966921,1
2383,101,2014-02-04 12:00:40,12.4925930070073,41.9002521782917,1
2409,101,2014-02-04 12:00:40,12.492554405217,41.900188951356796,1
2447,101,2014-02-04 12:00:40,12.492610452642904,41.9001985558239,1
2536,101,2014-02-04 12:00:41,12.492661490715301,41.9002994857977,1
2537,101,2014-02-04 12:00:41,12.492574843787,41.9002833519163,1
2539,101,2014-02-04 12:00:41,12.4926173822752,41.900320367454704,1
2573,101,2014-02-04 12:00:42,12.492682436161196,41.900332733368295,1
2574,101,2014-02-04 12:00:42,12.4927252431072,41.90033438430911,1
2575,101,2014-02-04 12:00:42,12.4927642177576,41.900341585438795,1
2611,101,2014-02-04 12:00:43,12.4928653941608,41.9003493640322,1
2612,101,2014-02-04 12:00:43,12.492808162028599,41.900328902665,1
2684,101,2014-02-04 12:00:44,12.4929084000693,41.9004207322491,1
2823,101,2014-02-04 12:00:46,12.492970153956001,41.900539608867,0
3588,101,2014-02-04 12:01:01,12.4929835068381,41.90054536630471,0
4511,101,2014-02-04 12:01:17,12.4929835068381,41.90054536630471,0
5372,101,2014-02-04 12:01:32,12.4929835068381,41.90054536630471,0
6320,101,2014-02-04 12:01:47,12.4930292866539,41.9005232485716,1
6324,101,2014-02-04 12:01:47,12.4930585477649,41.9005198339583,1
6325,101,2014-02-04 12:01:47,12.493040106033002,41.90051027532761,1
6329,101,2014-02-04 12:01:47,12.4930711538188,41.9005379854465,1
6330,101,2014-02-04 12:01:47,12.4930023576484,41.9005268607178,1
6348,101,2014-02-04 12:01:47,12.4929835068381,41.90054536630471,0
6401,101,2014-02-04 12:01:48,12.493099854405699,41.9006055487288,1
6407,101,2014-02-04 12:01:48,12.4930967614921,41.9005927671065,1
6440,101,2014-02-04 12:01:48,12.493079593936,41.9005657635558,1
6465,101,2014-02-04 12:01:49,12.493227662481699,41.9005723327461,1
6466,101,2014-02-04 12:01:49,12.4931857550574,41.9006005173884,1
6467,101,2014-02-04 12:01:49,12.4931584235341,41.9006214349217,1
6468,101,2014-02-04 12:01:49,12.4931344091809,41.9006480835651,1
6472,101,2014-02-04 12:01:49,12.4931226665237,41.900627599652,1
6514,101,2014-02-04 12:01:49,12.4931017846228,41.9006236127622,1
6525,101,2014-02-04 12:01:50,12.4932595225017,41.9005842130293,1
6547,101,2014-02-04 12:01:50,12.493252691875696,41.900618184119104,1
6648,101,2014-02-04 12:01:51,12.4932845388101,41.9006746374391,1
6649,101,2014-02-04 12:01:51,12.4932843499061,41.9006469041399,1
6658,101,2014-02-04 12:01:51,12.493285652607998,41.9007038412459,1
6677,101,2014-02-04 12:01:52,12.4933302436966,41.900715575124,1
6786,101,2014-02-04 12:01:53,12.4933586414664,41.9008065582124,1
6793,101,2014-02-04 12:01:53,12.493375857054401,41.9007585474051,1
6802,101,2014-02-04 12:01:54,12.4933999072418,41.90086882081821,1
6805,101,2014-02-04 12:01:54,12.4933817947066,41.900866902749904,1
6838,101,2014-02-04 12:01:54,12.4933879841987,41.90083040456479,1
6888,101,2014-02-04 12:01:55,12.4934294049756,41.900905694078496,1
6893,101,2014-02-04 12:01:55,12.493464473922696,41.900909999878,1
6896,101,2014-02-04 12:01:55,12.493420367772698,41.90087305511221,1
6938,101,2014-02-04 12:01:56,12.493493711509199,41.9009263964254,1
6959,101,2014-02-04 12:01:56,12.4935336373276,41.9009239988326,1
6964,101,2014-02-04 12:01:57,12.493590053652001,41.9009434963181,1
6986,101,2014-02-04 12:01:57,12.4935226612561,41.9009546481472,1
7144,101,2014-02-04 12:01:58,12.493683131609002,41.9009256647593,1
7145,101,2014-02-04 12:01:58,12.4936367019906,41.9009535016123,1
7163,101,2014-02-04 12:01:59,12.493717002804,41.9009823321316,1
7164,101,2014-02-04 12:01:59,12.493775228543901,41.900967231848604,1
7283,101,2014-02-04 12:02:00,12.493739652054,41.9010388777152,1
7404,101,2014-02-04 12:02:02,12.4939016586604,41.90111670332311,1
7405,101,2014-02-04 12:02:02,12.4939409928226,41.901104251062605,1
7415,101,2014-02-04 12:02:02,12.4938544557533,41.9011045400042,0
7512,101,2014-02-04 12:02:03,12.494015973693399,41.901109695589,1
7542,101,2014-02-04 12:02:04,12.4940538895263,41.9012247735206,1
7552,101,2014-02-04 12:02:04,12.494039737690198,41.9011878362593,1
7599,101,2014-02-04 12:02:05,12.4940862518255,41.901269348178,1
7634,101,2014-02-04 12:02:05,12.494143362545302,41.9012527090577,1
7646,101,2014-02-04 12:02:06,12.494199589895,41.901382381916,1
7647,101,2014-02-04 12:02:06,12.494171419972,41.901354548537505,1
7648,101,2014-02-04 12:02:06,12.4941817586904,41.901314256152794,1
7694,101,2014-02-04 12:02:07,12.4943062215572,41.9013953095259,1
7772,101,2014-02-04 12:02:07,12.4942218040294,41.9014075719911,1
7773,101,2014-02-04 12:02:07,12.4942132863085,41.9014009734694,1
7775,101,2014-02-04 12:02:07,12.494263074717901,41.9014023473292,1
7783,101,2014-02-04 12:02:07,12.4942280771711,41.9014243884543,1
7789,101,2014-02-04 12:02:08,12.494306490591304,41.9014168209366,1
7790,101,2014-02-04 12:02:08,12.494363295507501,41.9013903760209,1
7791,101,2014-02-04 12:02:08,12.494336466156799,41.90142682172221,1
7881,101,2014-02-04 12:02:09,12.4943804619937,41.9014643262668,1
7882,101,2014-02-04 12:02:09,12.4944095055143,41.9015217206876,1
7891,101,2014-02-04 12:02:09,12.494391504346002,41.901503632437,1
7897,101,2014-02-04 12:02:09,12.494442420794304,41.901512044061604,1
7898,101,2014-02-04 12:02:09,12.49441888,41.90152967,1
7943,101,2014-02-04 12:02:10,12.4945596722005,41.9015281391641,1
7947,101,2014-02-04 12:02:10,12.4945229639375,41.9015391949593,1
7948,101,2014-02-04 12:02:10,12.494491839228196,41.9015380142621,1
8005,101,2014-02-04 12:02:11,12.494572557961199,41.901567310073396,1
8006,101,2014-02-04 12:02:11,12.4946054276842,41.9015836553873,1
8134,101,2014-02-04 12:02:12,12.494628685112,41.901610978711,1
8135,101,2014-02-04 12:02:12,12.4946738296294,41.90162593202521,1
8136,101,2014-02-04 12:02:12,12.494708691003401,41.901604492733604,1
8196,101,2014-02-04 12:02:13,12.4947523258334,41.9016114207679,1
8197,101,2014-02-04 12:02:13,12.4947469951264,41.90166039608821,1
8198,101,2014-02-04 12:02:13,12.4947380587856,41.9016834230198,1
8199,101,2014-02-04 12:02:13,12.494746861155301,41.9017058511109,1
8223,101,2014-02-04 12:02:13,12.4947703217886,41.9016921310045,1
8292,101,2014-02-04 12:02:14,12.494781821308301,41.9017199767945,1
8416,101,2014-02-04 12:02:16,12.4949221500965,41.9018038460469,0
9512,101,2014-02-04 12:02:31,12.495129651729801,41.9019351455449,0
10662,101,2014-02-04 12:02:47,12.495308222401302,41.902133460223105,1
10663,101,2014-02-04 12:02:47,12.495311504688196,41.9021423076751,1
10664,101,2014-02-04 12:02:47,12.495335660211301,41.9021344313748,1
10666,101,2014-02-04 12:02:47,12.4953519540733,41.9021317870001,1
10671,101,2014-02-04 12:02:47,12.4953769077559,41.9021292764376,1
10672,101,2014-02-04 12:02:47,12.495382028564697,41.90210740464121,1
10684,101,2014-02-04 12:02:47,12.495307050382301,41.9021357586516,0
10737,101,2014-02-04 12:02:48,12.495396345044,41.9021079305446,1
10749,101,2014-02-04 12:02:48,12.4954086514356,41.9021114529769,1
10750,101,2014-02-04 12:02:48,12.495434901652501,41.902122192825,1
10761,101,2014-02-04 12:02:48,12.4954637378708,41.9021337292311,1
10775,101,2014-02-04 12:02:48,12.4954340140014,41.902105863184296,1
10838,101,2014-02-04 12:02:49,12.495512452197499,41.9021494916435,1
10866,101,2014-02-04 12:02:49,12.4954938768285,41.90212452672421,1
10928,101,2014-02-04 12:02:50,12.495597154820096,41.9021635871234,1
10933,101,2014-02-04 12:02:50,12.4955510400298,41.902130251157,1
10979,101,2014-02-04 12:02:51,12.495662796368501,41.9021762492088,1
11080,101,2014-02-04 12:02:52,12.4957218801955,41.9021997639722,1
11227,101,2014-02-04 12:02:53,12.4957948538314,41.9022930528231,1
11310,101,2014-02-04 12:02:54,12.495842212261698,41.9023792588912,1
11311,101,2014-02-04 12:02:54,12.495836406247802,41.9023277424674,1
11360,101,2014-02-04 12:02:55,12.4959191659967,41.902376028646,1
11460,101,2014-02-04 12:02:56,12.496002020890401,41.90235170488071,1
11522,101,2014-02-04 12:02:57,12.4960473986367,41.9023890367143,1
11644,101,2014-02-04 12:02:58,12.4961276330563,41.9024605330074,1
11648,101,2014-02-04 12:02:58,12.496118574106099,41.9024409301919,1
11649,101,2014-02-04 12:02:58,12.496146291924699,41.9024694826016,1
11651,101,2014-02-04 12:02:58,12.4960940926389,41.902430762434,1
11690,101,2014-02-04 12:02:59,12.4961839538799,41.902474159752,1
11691,101,2014-02-04 12:02:59,12.4962093038476,41.9024768607314,1
11752,101,2014-02-04 12:03:00,12.4962394942881,41.902488960129105,1
11798,101,2014-02-04 12:03:00,12.4963059333354,41.9024598311035,1
11803,101,2014-02-04 12:03:00,12.4963257822677,41.9024371580281,1
11813,101,2014-02-04 12:03:00,12.496340085846803,41.902415262932294,1
11823,101,2014-02-04 12:03:00,12.4962748127529,41.9024696211955,1
11992,101,2014-02-04 12:03:03,12.49651772964,41.9024048679936,0
12010,101,2014-02-04 12:03:03,12.496559713803697,41.9024120735954,1
12045,101,2014-02-04 12:03:03,12.4965977812061,41.902398921445,1
12047,101,2014-02-04 12:03:03,12.496537264832599,41.902407016352704,1
12051,101,2014-02-04 12:03:03,12.4965178979936,41.9023902766723,1
12066,101,2014-02-04 12:03:04,12.4966558026132,41.90238569913279,1
12071,101,2014-02-04 12:03:04,12.496637826513501,41.902398668806896,1
12101,101,2014-02-04 12:03:04,12.49666072,41.90237688,1
12107,101,2014-02-04 12:03:04,12.4966500426688,41.90236323738621,1
12174,101,2014-02-04 12:03:05,12.496693643573899,41.9023187066507,1
12191,101,2014-02-04 12:03:05,12.4966991950233,41.902350097627,1
12192,101,2014-02-04 12:03:05,12.496701029583,41.90232751458179,1
12197,101,2014-02-04 12:03:05,12.4966813211556,41.90236131947611,1
12297,101,2014-02-04 12:03:06,12.4967715581806,41.9022881351969,1
12312,101,2014-02-04 12:03:06,12.496695750443301,41.902298534679396,1
12319,101,2014-02-04 12:03:06,12.49668903,41.90228571,1
12320,101,2014-02-04 12:03:06,12.4967130039566,41.9022589194062,1
12321,101,2014-02-04 12:03:06,12.4967325931616,41.9022741433688,1
12360,101,2014-02-04 12:03:07,12.4968101537906,41.902240716193106,1
12361,101,2014-02-04 12:03:07,12.4967865216006,41.90226590758361,1
12419,101,2014-02-04 12:03:08,12.496854769979803,41.902232153293,1
12425,101,2014-02-04 12:03:08,12.4968945698015,41.9022351124782,1
12459,101,2014-02-04 12:03:08,12.4968225,41.90221666666661,1
12524,101,2014-02-04 12:03:09,12.4969365036867,41.9021874558087,1
12533,101,2014-02-04 12:03:09,12.4969002337055,41.9022017262864,1
12566,101,2014-02-04 12:03:10,12.4969649848088,41.902169310865396,1
12732,101,2014-02-04 12:03:11,12.4969987181184,41.9021348744271,1
12793,101,2014-02-04 12:03:12,12.497061730882699,41.902080227885,1
12801,101,2014-02-04 12:03:12,12.497037922969401,41.902057707531796,1
12807,101,2014-02-04 12:03:12,12.4970182213231,41.9020706951801,1
12818,101,2014-02-04 12:03:13,12.4970993878078,41.902043296813,1
12925,101,2014-02-04 12:03:14,12.497128555713804,41.9019920426585,1
13090,101,2014-02-04 12:03:16,12.497155639953101,41.901899782617605,1
13091,101,2014-02-04 12:03:16,12.4971301121648,41.9018678712177,1
13097,101,2014-02-04 12:03:16,12.497118649572801,41.9018643419943,0
13199,101,2014-02-04 12:03:17,12.497193979610401,41.90191866449271,1
13209,101,2014-02-04 12:03:17,12.497220467638302,41.9019059425018,1
13215,101,2014-02-04 12:03:17,12.4972750135438,41.901858311539605,1
13216,101,2014-02-04 12:03:17,12.497260158564401,41.901877521174704,1
13268,101,2014-02-04 12:03:18,12.497306391235002,41.9018748913462,1
13269,101,2014-02-04 12:03:18,12.4973187130904,41.901829392078795,1
13270,101,2014-02-04 12:03:18,12.497333333333302,41.9018083333333,1
13358,101,2014-02-04 12:03:19,12.497364130184,41.901793284138996,1
13424,101,2014-02-04 12:03:20,12.497430245899999,41.9017950271402,1
13446,101,2014-02-04 12:03:20,12.497460812529097,41.901684315268604,1
13532,101,2014-02-04 12:03:21,12.4974977780969,41.9016618855908,1
13549,101,2014-02-04 12:03:21,12.497525350129699,41.901638682649896,1
13567,101,2014-02-04 12:03:22,12.4975637825756,41.901606473544,1
13575,101,2014-02-04 12:03:22,12.49755840694,41.9016478801197,1
13675,101,2014-02-04 12:03:23,12.497640731781,41.9016851949635,1
13679,101,2014-02-04 12:03:23,12.4976284449205,41.9016448564915,1
13702,101,2014-02-04 12:03:23,12.4976103056245,41.90162150772071,1
13758,101,2014-02-04 12:03:24,12.4977017771215,41.901650403927604,1
13761,101,2014-02-04 12:03:24,12.497752170539501,41.9016394881462,1
13809,101,2014-02-04 12:03:25,12.4978059788801,41.9016187587556,1
13851,101,2014-02-04 12:03:25,12.4978420904632,41.901665181795,1
13925,101,2014-02-04 12:03:26,12.4979093093182,41.9016593376511,1
13948,101,2014-02-04 12:03:27,12.4979509226629,41.9016549817384,1
13988,101,2014-02-04 12:03:27,12.497978632237697,41.9016795701991,1
13989,101,2014-02-04 12:03:27,12.4980135726653,41.9016625089452,1
14022,101,2014-02-04 12:03:28,12.4980996916596,41.901704563890796,1
14077,101,2014-02-04 12:03:28,12.4980386580619,41.9016510537542,1
14085,101,2014-02-04 12:03:28,12.498028818175499,41.9016441757441,1
14102,101,2014-02-04 12:03:28,12.4980791455222,41.9016928414144,1
14103,101,2014-02-04 12:03:28,12.4980548056039,41.9016833316813,1
14150,101,2014-02-04 12:03:29,12.498126229157,41.901734828207005,1
14289,101,2014-02-04 12:03:31,12.4982861360459,41.9017671967596,0
15648,101,2014-02-04 12:03:48,12.4982980176568,41.9017795419906,0
16598,101,2014-02-04 12:04:01,12.4982980176568,41.9017795419906,0
17539,101,2014-02-04 12:04:16,12.4982980176568,41.9017795419906,0
18784,101,2014-02-04 12:04:32,12.4982980176568,41.9017795419906,0
18785,101,2014-02-04 12:04:32,12.498324959147403,41.901820416090295,1
18866,101,2014-02-04 12:04:33,12.4983502349707,41.9018683785091,1
18867,101,2014-02-04 12:04:33,12.49832851675,41.9018734636339,1
18868,101,2014-02-04 12:04:33,12.4983324933795,41.901861469429,1
18872,101,2014-02-04 12:04:33,12.4983358770424,41.9018494008722,1
18884,101,2014-02-04 12:04:33,12.4983378346755,41.9018329221832,1
18971,101,2014-02-04 12:04:34,12.498388215112698,41.9018917129934,1
18975,101,2014-02-04 12:04:34,12.4983772893971,41.9018697011859,1
18976,101,2014-02-04 12:04:34,12.4983703093315,41.9018845842635,1
18978,101,2014-02-04 12:04:34,12.4983772184706,41.901893498484704,1
19034,101,2014-02-04 12:04:35,12.4984005303849,41.901892725686295,1
19035,101,2014-02-04 12:04:35,12.498402177029,41.9019017681889,1
19037,101,2014-02-04 12:04:35,12.498436114950199,41.901897383849295,1
19093,101,2014-02-04 12:04:36,12.498465050349695,41.901908351943,1
19102,101,2014-02-04 12:04:36,12.4984949403834,41.9019304391153,1
19108,101,2014-02-04 12:04:36,12.4985146626452,41.9019078000407,1
19219,101,2014-02-04 12:04:37,12.4985692172421,41.9019211512135,1
19241,101,2014-02-04 12:04:38,12.4985896364621,41.90192082756671,1
19309,101,2014-02-04 12:04:38,12.4986196831155,41.901915031478296,1
19317,101,2014-02-04 12:04:38,12.498614226668401,41.9019411334287,1
19384,101,2014-02-04 12:04:39,12.4986165789136,41.9019884605002,1
19436,101,2014-02-04 12:04:40,12.4986708728654,41.902032832273,1
19437,101,2014-02-04 12:04:40,12.4986458299941,41.902006489504,1
19541,101,2014-02-04 12:04:41,12.4987078729582,41.9020570779617,1
19564,101,2014-02-04 12:04:42,12.4987753508476,41.902054131849106,1
19706,101,2014-02-04 12:04:43,12.498818663494198,41.902071565914,1
19710,101,2014-02-04 12:04:43,12.498804834628901,41.902066892152206,1
19720,101,2014-02-04 12:04:44,12.4988383826399,41.9021017099236,1
19971,101,2014-02-04 12:04:47,12.4989937024175,41.9021749197721,1
19972,101,2014-02-04 12:04:47,12.499013507746401,41.90218739523179,1
19993,101,2014-02-04 12:04:47,12.498983721952099,41.9021394612126,0
20057,101,2014-02-04 12:04:48,12.499085451398999,41.9022212566251,1
20058,101,2014-02-04 12:04:48,12.4990753565398,41.902246412313296,1
20086,101,2014-02-04 12:04:48,12.4990265976004,41.902214058728106,1
20170,101,2014-02-04 12:04:49,12.49911077,41.90228162,1
20266,101,2014-02-04 12:04:50,12.499238750646,41.902265713129296,1
20267,101,2014-02-04 12:04:50,12.499192644374,41.9023005209351,1
20268,101,2014-02-04 12:04:50,12.4991381181252,41.9022981944316,1
20308,101,2014-02-04 12:04:51,12.499267724270501,41.90233183258661,1
20437,101,2014-02-04 12:04:52,12.499321043572301,41.9023764058483,1
20438,101,2014-02-04 12:04:52,12.499345638222596,41.9023552372489,1
20549,101,2014-02-04 12:04:53,12.499436759296,41.9023772747494,1
20554,101,2014-02-04 12:04:53,12.4993794511924,41.9023537616903,1
20590,101,2014-02-04 12:04:54,12.4994669032958,41.9024132353103,1
20643,101,2014-02-04 12:04:55,12.4995066274996,41.902492692549295,1
20653,101,2014-02-04 12:04:55,12.499530733891303,41.9024930437704,1
20703,101,2014-02-04 12:04:55,12.4995028165884,41.902448634822505,1
20740,101,2014-02-04 12:04:56,12.4995862849963,41.9025041337995,1
20770,101,2014-02-04 12:04:56,12.499549747342998,41.902486200412895,1
20838,101,2014-02-04 12:04:57,12.499621249238201,41.902516875742,1
20839,101,2014-02-04 12:04:57,12.4996270112186,41.9025772015215,1
20923,101,2014-02-04 12:04:58,12.4996654919355,41.9026069400829,1
20926,101,2014-02-04 12:04:58,12.4997303810468,41.9025747697415,1
21059,101,2014-02-04 12:05:01,12.499877857975099,41.9026498312118,0
22150,101,2014-02-04 12:05:17,12.499877857975099,41.9026498312118,0
23384,101,2014-02-04 12:05:31,12.5003457988915,41.9029137618948,0
24302,101,2014-02-04 12:05:46,12.500681206129697,41.9028321094462,0
24310,101,2014-02-04 12:05:46,12.500651028048,41.902781311685295,1
24333,101,2014-02-04 12:05:46,12.5006637978245,41.9028173006606,1
24354,101,2014-02-04 12:05:47,12.5006731830341,41.90277523807921,1
24428,101,2014-02-04 12:05:48,12.500712558264198,41.902762347935,1
24429,101,2014-02-04 12:05:48,12.5006777671361,41.902750588730704,1
24506,101,2014-02-04 12:05:49,12.500702652922099,41.9027264192082,1
24564,101,2014-02-04 12:05:50,12.500775209333401,41.9027307006058,1
24597,101,2014-02-04 12:05:51,12.500762642293301,41.902684718875705,1
24691,101,2014-02-04 12:05:52,12.5007530602277,41.9026579885063,1
24696,101,2014-02-04 12:05:52,12.500805449923599,41.9026652783741,1
24756,101,2014-02-04 12:05:53,12.500787026258699,41.9026229904545,1
24844,101,2014-02-04 12:05:55,12.500813557950599,41.902581715970896,1
24933,101,2014-02-04 12:05:56,12.5008604259794,41.9025479971085,1
24953,101,2014-02-04 12:05:57,12.500894297371302,41.9025339970497,1
25251,101,2014-02-04 12:06:02,12.500947534431901,41.9024085226003,0
26167,101,2014-02-04 12:06:17,12.500947534431901,41.9024085226003,0
26939,101,2014-02-04 12:06:31,12.500947534431901,41.9024085226003,0
27871,101,2014-02-04 12:06:47,12.500947534431901,41.9024085226003,0
28988,101,2014-02-04 12:07:01,12.500947534431901,41.9024085226003,0
30069,101,2014-02-04 12:07:18,12.500947534431901,41.9024085226003,0
31047,101,2014-02-04 12:07:32,12.500947534431901,41.9024085226003,0
32154,101,2014-02-04 12:07:46,12.500947534431901,41.9024085226003,0
33350,101,2014-02-04 12:08:02,12.5010085713921,41.9023062479577,0
34273,101,2014-02-04 12:08:17,12.5010085713921,41.9023062479577,0
35233,101,2014-02-04 12:08:32,12.5010760554772,41.902254084290206,0
36089,101,2014-02-04 12:08:46,12.5011270526423,41.9022214947772,0
