,id,time,long_x,lat_y,is_calibrated
2,3,2014-02-04 18:00:01,12.474088612404499,41.8975860470614,1
3,3,2014-02-04 18:00:01,12.4740752217876,41.89762057914721,1
50,3,2014-02-04 18:00:01,12.4741105836709,41.8976276166075,1
105,3,2014-02-04 18:00:02,12.474082994926901,41.897533585421,1
152,3,2014-02-04 18:00:03,12.4741203684788,41.8974481484344,1
154,3,2014-02-04 18:00:03,12.474127834906001,41.897490148947504,1
162,3,2014-02-04 18:00:03,12.474079230795601,41.897488465067894,1
233,3,2014-02-04 18:00:04,12.4741710047852,41.8974245680632,1
234,3,2014-02-04 18:00:04,12.474078125730696,41.8973947177805,1
271,3,2014-02-04 18:00:05,12.4741326570401,41.89734795565671,1
272,3,2014-02-04 18:00:05,12.474162894028401,41.897318909497706,1
396,3,2014-02-04 18:00:06,12.474123500272,41.8972455473437,1
397,3,2014-02-04 18:00:06,12.4741130082778,41.8972656088229,1
400,3,2014-02-04 18:00:06,12.474122268866001,41.8972959883909,1
460,3,2014-02-04 18:00:07,12.474168569842599,41.8971839168494,1
461,3,2014-02-04 18:00:07,12.4742195608142,41.8971977568061,1
463,3,2014-02-04 18:00:07,12.4742063368242,41.897218340901,1
467,3,2014-02-04 18:00:07,12.474172182697,41.8972282927113,1
479,3,2014-02-04 18:00:07,12.4741080355964,41.897221655362294,1
503,3,2014-02-04 18:00:08,12.474100699719903,41.8971548471688,1
504,3,2014-02-04 18:00:08,12.474159036810804,41.8971252005504,1
620,3,2014-02-04 18:00:10,12.474193627610099,41.897031224907295,0
1332,3,2014-02-04 18:00:20,12.4742289072842,41.89667651631621,0
1869,3,2014-02-04 18:00:30,12.4742289072842,41.89667651631621,0
2354,3,2014-02-04 18:00:40,12.4742289072842,41.89667651631621,0
2987,3,2014-02-04 18:00:51,12.4742289072842,41.89667651631621,0
3546,3,2014-02-04 18:01:01,12.4742289072842,41.89667651631621,0
4068,3,2014-02-04 18:01:10,12.4742289072842,41.89667651631621,0
4528,3,2014-02-04 18:01:21,12.4746736321241,41.8964186445699,0
4535,3,2014-02-04 18:01:21,12.4747287987554,41.8964054449554,1
4537,3,2014-02-04 18:01:21,12.474675851937098,41.896392975110295,1
4555,3,2014-02-04 18:01:21,12.4747351164186,41.89637243689221,1
4557,3,2014-02-04 18:01:21,12.4747895568627,41.8964027976009,1
